Acc_allCommonNeighborOf2NodesFromOptions_MAT,,,, :: Acc_howManyNodesAreWithin2LinkReach_MAT,,,, :: Acc_rememberNodesUsedInCommonNeighbor_MAT,,,,
Q1,Q2,Q3,Q4,Q5 :: Q1,Q2,Q3,Q4,Q5 :: Q1,Q2,Q3,Q4,Q5
cayenne,crab,lentil,tangerine,lettuce :: 9,15,21,24,23 :: cayenne;;broth,beech,balm;;beet,lentil,mango
cayenne,crab,lentil,tangerine,lettuce :: 23,12,35,26,33 :: garlic;;tomato,scallop;;lovage,vegetable;;cabernet,citrus_peel;;kiwi,raw_beef;;tuna
cayenne,crab,lentil,tangerine,lettuce :: 4,2,1,5,3 :: scallion;;onion,wasabi;;lovage,vegetable;;chickpea,citrus_peel;;lemongrass,radish;;tuna
basil,wine,pork,peach,lettuce :: 21,22,24,19,21 :: feta_cheese,soybean,shrimp,lemon_juice,caraway
cayenne,crab,lentil,tangerine,lettuce :: 3,2,8,15,5 :: bell_pepper;;chip;;garlic;;olive_oil,wasabi;;shrimp,swiss_cheese;;porcini,geranium;;clove,mandarin;;chicory
cayenne,crab,lentil,tangerine,lettuce :: 13,11,21,8,21 :: scallion;;onion,bay;;clam,bay;;veal,lemongrass;;scallop,turkey;;liver
cayenne,crab,lentil,tangerine,lettuce :: 24,15,37,26,41 :: garlic;;onion,shrimp;;wasabi,cumin;;coriander,chayote;;citrus_peel,turkey;;avocado
cayenne,crab,lentil,tangerine,lettuce :: 3,2,1,4,2 :: scallion;;sesame_oil,shrimp;;wasabi,vegetable;;bay,liver;;citrus_peel,tuna;;raw_beef
tuna,crab,turnip,tangerine,lettuce :: 3,2,1,2,2 :: chip;;lettuce;;octopus;;radish;;seaweed;;wasabi,clam;;shrimp;;wasabi;;bay;;lovage;;scallop;;sherry;;swiss_cheese;;tamarind,cabernet;;saffron;;truffle;;veal;;barley;;beet;;cabbage;;caraway;;carrot;;leaf;;leek;;parsnip;;root;;savory;;squash;;sweet_potato;;yam,liver;;chayote;;citrus_peel;;kiwi;;lemongrass;;palm;;papaya;;black_tea;;fig;;mace,feta_cheese;;olive;;turkey;;cucumber;;radish;;raw_beef;;tuna;;chicory;;avocado;;mandarin
basil,wine,lentil,mango,lettuce :: 3,6,4,4,7 :: lavender;;tamarind;;leek,shallot,barley,tangerine,avocado
cayenne,crab,lentil,tangerine,lettuce :: 28,13,36,24,39 :: sesame_oil;;tomato,clam;;bay,cabernet;;carrot,palm;;chayote,chicory;;raw_beef
cayenne,crab,pork,tangerine,lettuce :: 3,14,23,8,19 :: bell_pepper;;corn,shrimp;;scallop,tamarind;;cider,black_tea;;fig,olive;;turkey
tuna,crab,pork,tangerine,lettuce :: 3,2,1,4,2 :: starch,crab,endive;;rye_bread;;cilantro,mate,sesame_oil
cayenne,crab,lentil,tangerine,lettuce :: 10,17,8,15,15 :: pumpkin,crab,cabernet;;bell_pepper,kiwi,mandarin
basil,crab,lentil,tangerine,lettuce :: 2,1,2,4,2 :: kale,asparagus;;bay,vegetable;;bay;;cabernet;;palm,bergamot,avocado
cayenne,crab,pork,tangerine,lettuce :: 23,20,10,28,15 :: garlic;;tomato,lovage;;clam,soy_sauce;;nira,liver;;citrus_peel,tuna;;turkey
tuna,caviar,lentil,tangerine,vegetable :: 3,2,1,4,2 :: wasabi;;chip,chive;;scallop,vegetable;;cabernet,chayote;;citrus_peel,radish;;sesame_oil
