Please enter your Mechanical Turk ID_NL		Do you have any feedback,comment or what issue did you had in this study?_NL		OrderOfConditions		WindowWidth		WindowHeight		OffFocusTime		UserAccuracyInfo		UserTimeInfo		ColorBlindessTestAnswers		DateAndTime
A1UL0HQUZQPMSX		None		 : MAT : NL		1680		890		notRecorded		0.8,1.0,0.0		2.3,2.0,0.7		12,29,3,74,45,7,73,42		Thu Dec 10 2015 19:28:56 GMT-0500 (Eastern Standard Time)
A1TM0YUPC90UFZ		No		 : NL : MAT		1680		949		notRecorded		0.7,0.8,0.0		1.8,1.3,0.5		12,29,3,74,45,7,73,42		Thu Dec 10 2015 19:36:39 GMT-0500 (Eastern Standard Time)
A18ZUFGMNOVI2Y		none		 : NL : MAT		1366		643		notRecorded		1.0,1.0,0.0		6.2,6.8,1.0		12,29,3,74,45,7,73,42		Thu Dec 10 2015 19:44:19 GMT-0500 (Eastern Standard Time)
A18FK1XR73EQ2W		No issues.		 : MAT : NL		1280		899		notRecorded		0.9,1.0,0.1		3.4,3.8,0.7		12,29,3,74,45,7,73,42		Thu Dec 10 2015 16:47:34 GMT-0800 (Pacific Standard Time)
A29N8JHTKLT99B		No		 : MAT : NL		1366		698		notRecorded		1.0,1.0,0.0		3.7,3.7,0.5		12,29,3,74,45,7,73,42		Thu Dec 10 2015 18:55:48 GMT-0600 (Central Standard Time)
A2QZXE6JXJJ3AP		No, the time limit to remove the data obviously effected accuracy :)		 : MAT : NL		1920		969		notRecorded		0.9,0.6,0.1		4.5,9.5,1.0		12,29,3,74,45,7,73,42		Fri Dec 11 2015 09:59:48 GMT 0900 (Tokyo Standard Time)
A1VEXF7BDDZIMI		none		 : NL : MAT		1366		589		notRecorded		1.0,0.9,0.0		2.8,6.5,0.8		12,29,3,24,45,7,73,42		Thu Dec 10 2015 20:01:21 GMT-0500 (Eastern Standard Time)
A2OJ5XOEKTKRR9		no		 : NL : MAT		1920		1085		notRecorded		0.9,1.0,0.0		3.7,3.4,1.0		12,29,3,74,45,7,73,42		Thu Dec 10 2015 15:22:34 GMT-1000 (Hawaiian Standard Time)
A2RDNYV4SH5E89		No		 : NL : MAT		1536		752		notRecorded		0.9,1.0,0.0		3.7,5.0,1.0		12,29,3,74,45,7,73,42		Thu Dec 10 2015 19:23:15 GMT-0600 (Central Standard Time)
A2UIY86TKS5KOR		when the groups were to far apart, the zoom made it way too small		 : MAT : NL		1920		943		notRecorded		0.9,0.8,0.1		2.2,7.7,1.0		12,29,3,74,45,7,73,42		Thu Dec 10 2015 20:38:37 GMT-0500 (Eastern Standard Time)
A2STG331R3P3FK		I was surprised there was only 1 how many groups question		 : MAT : NL		1315		745		notRecorded		0.9,0.9,0.0		4.0,4.0,1.0		12,29,3,74,45,7,73,42		Thu Dec 10 2015 18:39:29 GMT-0700 (US Mountain Standard Time)
AHEVIE2NY1W1Z		no		 : MAT : NL		1366		643		notRecorded		0.9,0.6,0.0		2.9,2.0,0.9		12,29,3,74,45,7,73,42		Thu Dec 10 2015 20:44:58 GMT-0500 (Eastern Standard Time)
A3GEHH49HNJM57		no		 : NL : MAT		1280		905		notRecorded		0.8,0.7,0.0		3.3,5.8,1.0		12,29,3,74,45,7,73,42		Thu Dec 10 2015 20:53:53 GMT-0500 (Eastern Standard Time)
A1102MP1CZI32V		10 seconds seems too short to figure out each question		 : NL : MAT		1600		765		notRecorded		0.8,0.7,0.0		4.0,6.1,0.9		12,29,3,74,45,7,73,42		Thu Dec 10 2015 17:58:09 GMT-0800 (Pacific Standard Time)
A3S8P7FF3ZY0OE		No		 : MAT : NL		1350		625		notRecorded		1.0,0.9,0.1		4.2,3.6,0.8		12,29,3,74,45,7,73,42		Thu Dec 10 2015 21:31:37 GMT-0500 (Eastern Standard Time)
A3QRZPJT2CT2IK		Not enough time to answer - took awhile to enlarge/scroll to see.		 : NL : MAT		1107		567		notRecorded		0.7,0.6,0.0		4.0,9.6,1.0		12,29,3,74,45,7,73,42		Thu Dec 10 2015 21:59:15 GMT-0500 (EST)
AUA0HE293PM30		Nothing		 : MAT : NL		1366		608		notRecorded		0.8,0.5,0.1		5.7,8.8,0.8		12,29,3,74,45,7,73,42		Thu Dec 10 2015 19:22:07 GMT-0800 (Pacific Standard Time)
A2I1N1J65T3757		It was harder on a laptop, because I had to scroll with the touch pad, which takes longer than scrolling with a mouse wheel. 		 : NL : MAT		1252		604		notRecorded		0.9,0.8,0.0		4.1,8.5,1.0		12,29,3,74,45,7,73,42		Thu Dec 10 2015 22:34:59 GMT-0500 (Eastern Standard Time)
A3S3D4TI6N8873		Thank you for the opportunity. I tried to zoom in quickly and count accurately, but it timed out on me. I apologize if that affects your study results and I will gladly retake it for you.		 : MAT : NL		1440		783		notRecorded		0.9,0.9,0.0		4.3,4.7,1.0		12,29,3,74,45,7,73,42		Thu Dec 10 2015 22:10:47 GMT-0600 (Central Standard Time)
A1RQUDG08EIML7		Have a great time!!!		 : NL : MAT		1354		641		notRecorded		0.9,0.6,0.0		4.8,8.6,1.0		12,29,3,4,45,7,73,42		Fri Dec 11 2015 05:25:59 GMT 0100 (Paris, Madrid)
AH31QLJ57XC8W		wish the print as larger		 : NL : MAT		1517		714		notRecorded		0.7,0.7,0.0		4.6,6.9,1.0		12,29,3,74,45,7,13,42		Thu Dec 10 2015 20:29:24 GMT-0800 (Pacific Standard Time)
A2ZH6W3O33PVJZ		When I zoom in, some of the chart gets lost. It makes it hard to answer some questions because it forces me to stay pretty much all the way zoomed out. It's not my computer--my screen is big enough and my screen resolution is normal.		 : MAT : NL		1440		763		notRecorded		0.9,0.9,0.1		3.0,4.4,1.0		12,29,3,74,45,7,73,42		Thu Dec 10 2015 21:02:35 GMT-0800 (Pacific Standard Time)
A1D461HLGS89LP		None		 : MAT : NL		1366		643		notRecorded		0.8,0.8,0.0		4.4,4.4,0.6		12,29,3,74,45,7,73,42		Fri Dec 11 2015 16:38:26 GMT 1100 (AUS Eastern Daylight Time)
A3AYTIIF9TZKGV		nice study		 : NL : MAT		1262		671		notRecorded		0.8,0.3,0.0		5.4,9.4,1.0		12,29,3,74,45,7,73,42		Fri Dec 11 2015 14:25:07 GMT-0800 (Pacific Standard Time)
A2WGW5Y3ZFBDEC		I understood the first task, but I didn't really grasp how to come up with correct answers to the other ones.		 : MAT : NL		1366		651		notRecorded		0.8,0.3,0.0		5.4,6.3,1.0		12,29,3,74,45,7,73,42		Fri Dec 11 2015 01:03:30 GMT-0700 (US Mountain Standard Time)
A1IU5OP7BBZHZ7		interesting		 : MAT : NL		1360		667		notRecorded		0.9,0.9,0.0		5.7,7.8,1.0		12,29,3,74,45,7,73,42		Fri Dec 11 2015 13:36:45 GMT 0530 (India Standard Time)
AHLS6AZ1VTNH7		good		 : NL : MAT		1366		643		notRecorded		0.8,1.0,0.0		4.9,4.2,0.3		12,29,3,74,45,7,23,42		Fri Dec 11 2015 13:37:13 GMT 0530 (India Standard Time)
A39QOA9M7GNF86		When the duration comes to zero after 15 th question i cannot proceed to next question.		 : MAT : NL		1366		667		notRecorded		0.9,0.8,0.0		5.7,4.6,1.0		12,29,3,74,45,7,73,42		Fri Dec 11 2015 13:37:39 GMT 0530 (India Standard Time)
A2HHGI5CNSS5PD		Kind of strange.  The answers seemed to be either immediately obvious at a glance or such a close call I couldn't determine the answer for sure in the time allotted -- just took me too long zooming and scrolling.		 : MAT : NL		1920		1017		notRecorded		0.9,1.0,0.1		6.0,5.6,0.7		12,29,3,74,45,7,73,42		Fri Dec 11 2015 03:06:49 GMT-0500 (Eastern Standard Time)
A2QQY4S73JO639		thanks		 : NL : MAT		1366		643		notRecorded		0.9,0.3,0.0		3.8,4.3,1.0		12,29,3,74,45,7,73,42		Fri Dec 11 2015 13:40:49 GMT 0530 (India Standard Time)
A3485IQYNO94GA		no		 : NL : MAT		1525		734		notRecorded		0.8,0.7,0.0		3.7,9.1,1.0		12,29,3,74,45,7,73,42		Fri Dec 11 2015 13:43:20 GMT 0530 (India Standard Time)
A18MC27WTCEBA2		The interactive map got stucked when i was zooming in one of the question and made the duration left to 0..		 : NL : MAT		1600		775		notRecorded		0.8,1.0,0.0		4.6,5.1,0.9		12,29,3,74,45,7,73,42		Fri Dec 11 2015 13:43:02 GMT 0530 (Sri Lanka Standard Time)
A1D9FOXZ0UT0L2		no issue		 : NL : MAT		1600		799		notRecorded		0.9,1.0,0.0		5.3,3.8,1.0		12,29,3,74,45,7,73,42		Fri Dec 11 2015 13:44:48 GMT 0530 (India Standard Time)
A3L0I55SEJU1HJ		Some colors used are somewhat similar, should use high contrast colors such as yellow, red, green, it would also be great if colors could be darker (with white text on it). 		 : NL : MAT		1366		643		notRecorded		0.9,1.0,0.0		9.5,9.7,1.0		12,29,3,24,43,7,23,42		Fri Dec 11 2015 13:45:58 GMT 0530 (India Standard Time)
AQ4PB1PVI9U7V		This survey was good.		 : MAT : NL		1366		667		notRecorded		0.4,0.8,0.0		2.5,3.5,0.7		12,29,3,74,45,7,73,42		Fri Dec 11 2015 13:48:30 GMT 0530 (India Standard Time)
ABBJOZRIPLPW1		NICE STUDY 		 : MAT : NL		1920		979		notRecorded		1.0,1.0,0.1		3.6,3.7,1.0		12,29,3,74,45,7,73,42		Fri Dec 11 2015 13:52:31 GMT 0530 (India Standard Time)
A3VOMP0WOJTB4I		This HIT was interesting.		 : MAT : NL		1366		667		notRecorded		0.8,1.0,0.0		3.6,4.3,0.6		12,29,3,74,45,7,73,42		Fri Dec 11 2015 13:53:36 GMT 0530 (India Standard Time)
AQ4PB1PVI9U7V		This survey was good.		 : MAT : NL		1366		667		notRecorded		0.9,1.0,0.0		2.3,2.9,0.5		12,29,3,74,45,7,73,42		Fri Dec 11 2015 13:57:24 GMT 0530 (India Standard Time)
AYQ81S12VLM6C		it was awesome experience in your hit.thank you.		 : MAT : NL		1366		667		notRecorded		0.8,0.4,0.0		4.4,8.2,0.8		12,29,3,74,45,7,73,42		Fri Dec 11 2015 14:11:18 GMT 0530 (India Standard Time)
A19HCBT1EH8484		I loved completing this HIT.		 : NL : MAT		1366		667		notRecorded		0.9,0.9,0.0		3.0,2.9,0.2		12,29,3,74,45,7,73,42		Fri Dec 11 2015 14:12:20 GMT 0530 (India Standard Time)
